GEOID,all,black,native,aapi,add,white,latino,City,Geography,System,Area,Metric,Measure,Source,Year,BiggerBetter,geolevel
48113012603,0.3883442265795207,NA,NA,NA,NA,NA,0.4864649681528662,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113012604,0.249808663707332,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113012701,0.31466614450753866,NA,NA,NA,NA,NA,0.38463751438434984,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113012702,0.3015337423312883,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113012801,0.2613548883756736,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113012802,0.14374498797113072,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113012900,0.07498264290673455,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013005,0.03223640026863667,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013007,0.13582677165354332,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013008,0.10111621799080761,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013009,0.15645973154362416,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013010,0.31871701177425904,NA,NA,NA,NA,NA,0.4488220958570268,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013011,0.37120149602618047,NA,NA,NA,NA,NA,0.5651027938850817,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013012,0.09977151561309977,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013013,0.012734262373858721,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013101,0.02127659574468085,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013102,0.01675442795595979,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013104,0.04434011476264997,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013106,0.17530390275111965,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013107,0.14272685818513453,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013201,0.2962376237623762,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013202,0.06724511930585683,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013300,0.004093567251461989,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013400,0,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013500,0.012403100775193798,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013605,0.031343581553204235,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013606,0.2195460058915266,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013607,0.09989053092501368,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013608,0.04126315789473684,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013609,0.24427054220234767,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013610,0.2808880308880309,NA,NA,NA,NA,NA,0.524442082890542,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013611,0.03958996111700248,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013615,0.35575156192576257,NA,NA,NA,NA,NA,0.40987049352467625,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013617,0.048581560283687944,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013618,0.07909407665505226,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013619,0.04888268156424581,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013620,0.08940874859798109,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013621,0.07617337778917671,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013622,0.2035825008611781,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013624,0.20971867007672634,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013625,0.29863967099019295,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013626,0.2548076923076923,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013627,0.33933933933933935,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013628,0.17747077577045697,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013629,0.15198810850984765,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013630,0.19697624190064794,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013631,0.5205479452054794,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013722,0.11562088635366388,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013727,0.1303347814975722,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013804,0.18328298086606243,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113013806,0.1183651804670913,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113014001,0.17063148788927335,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113014002,0.13892145369284878,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113014119,0.07043580683156656,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113014120,0.04143646408839779,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113014121,0.06421838177533386,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113014123,0.03863598185788678,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113014130,0.06969402622632345,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113014138,0.10386413979817868,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113014150,0.06925566343042071,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113014156,0.029789295228868976,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113014157,0.03602371181030552,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113014204,0.18321428571428572,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113014209,0.046251511487303505,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113015002,0.2763784887678693,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113015900,0.11390532544378698,NA,NA,NA,NA,NA,0.15976597659765976,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113016301,0.23418192645526276,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113016409,0.05298675331167208,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113016412,0.1111111111111111,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113016415,0.11706228443903428,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113016416,0.14037229173024107,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113016421,0.17788913247729407,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113016511,0.21644120707596254,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113016513,0.14048747461069735,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113016517,0.1883008356545961,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113016518,0.2926225449744182,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113016519,0.33275862068965517,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113016521,0.10775098760386868,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113016522,0.2757120253164557,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113016526,0.19553376906318082,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113016527,0.209487825356843,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113016528,0.14130019120458892,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113016529,0.13092871343368362,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113016533,0.27325759901750074,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113016534,0.15273358403239803,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113016535,0.27049180327868855,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113016536,0.2731013842124953,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113016607,0.19736473226801232,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113016634,0.21374367622259696,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113016635,0.16123044285335456,0.17426196617942102,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113016638,0.06531531531531531,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113016709,0.28355167394468705,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113016710,0.2774089359411448,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113016711,0.14931237721021612,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113016902,0.31048121292023734,NA,NA,NA,NA,NA,0.5287981859410431,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113016903,0.2695749440715884,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113017005,0.3134020618556701,NA,NA,NA,NA,NA,0.3513115237253168,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113017006,0.2412479161705168,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113017007,0.29791913381830487,NA,NA,NA,NA,NA,0.36320434487440595,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113017008,0.2596508895602551,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113017009,0.3477198697068404,NA,NA,NA,NA,NA,0.3899108138238573,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113017010,0.2652675038706348,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113017101,0.36655671877240786,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113017102,0.2913695240867414,NA,NA,NA,NA,NA,0.32567678424938473,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113017602,0.24236501343757635,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113017605,0.24559161768464094,NA,NA,NA,NA,NA,0.26974595842956123,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113017606,0.3691040164778579,NA,NA,NA,NA,NA,0.492214807753416,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113017805,0.18663282571912013,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113017806,0.3215073160954099,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113017808,0.1142578125,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113017900,0.2650796852935243,NA,NA,NA,NA,NA,0.333028083028083,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113018001,0.27251316154059296,NA,NA,NA,NA,NA,0.34254262896611265,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113018126,0.21021289266041387,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113018127,0.39400505597688695,NA,NA,NA,NA,NA,0.40788662969809,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113018129,0.2490878131841401,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113018130,0.13775245986535473,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113018501,0.21123548922056384,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113018505,0.4057203389830508,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113018506,0.36696969696969695,0.37627365356623,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113018507,0.3348694316436252,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113018508,0.45318559556786703,NA,NA,NA,NA,NA,0.6646706586826348,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113019016,0.24807692307692308,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113019018,0.19243781094527362,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113019019,0.30139372822299654,0.19653634216741012,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113019033,0.3703183520599251,NA,NA,NA,NA,NA,0.5385826771653544,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113019034,0.29652792753935736,0.3132400430570506,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113019035,0.38654934003771213,0.4238288454444854,NA,NA,NA,NA,0.439453125,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113019039,0.21204410517387617,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113019040,0.19075577763897564,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113019041,0.021968736797634135,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113019045,0.2006220839813375,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113019202,0.2578376205787781,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113019205,0.05581297388374052,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113019208,0.37206878582595104,NA,NA,NA,NA,NA,0.5108857739337906,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113019212,0.6091403004154682,NA,NA,NA,NA,NA,0.6355172413793103,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113019213,0.3132217090069284,NA,NA,NA,NA,NA,0.460164171897634,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113019214,0.32558139534883723,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113019215,0.11031879194630873,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113019301,0.03320599471054952,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113019302,0.024687065368567455,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113019501,0.005869797225186766,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113019502,0.03460972017673049,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113019600,0.0628358825961141,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113019700,0,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113019800,0.015245158632056036,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113019900,0.23111345090813373,NA,NA,NA,NA,NA,0.2420758234928527,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113020100,0.33745247148288976,NA,NA,NA,NA,NA,0.38163934426229507,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113020200,0.2435339894712749,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113020300,0.2184065934065934,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113020401,0.24339622641509434,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113020402,0.14567430025445294,NA,NA,NA,NA,0.10862731400628711,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113020500,0.22559945964201283,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113020600,0.038537549407114624,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113020800,0.2760985521971044,0.22923197492163008,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113020900,0.31468849477035016,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113021000,0.268238510165727,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113021100,0.26698194325021496,NA,NA,NA,NA,NA,NA,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
48113021200,0.3123662815575524,NA,NA,NA,NA,NA,0.34009516654144756,"Dallas, TX",Tract,Human Development,Healthy Family and Individuals,Uninsured Population,%,ACS 5-year,2022,0,2
